TLC2 Version 2.19 of 08 August 2024 (rev: 5a47802)
Running breadth-first search Model-Checking with fp 93 and seed -8506197763289987268 with 96 workers on 96 cores with 609180MB heap and 64MB offheap memory [pid: 4700] (Linux 7.0.0-1004-aws amd64, Ubuntu 25.0.3-ea x86_64, MSBDiskFPSet, DiskStateQueue).
Parsing file /home/ubuntu/summerset/tla+/bodega_roster_lease/Bodega_MC.tla
Parsing file /home/ubuntu/summerset/tla+/bodega_roster_lease/Bodega.tla
Parsing file /tmp/FiniteSets.tla
Parsing file /tmp/Sequences.tla
Parsing file /tmp/Integers.tla
Parsing file /tmp/TLC.tla
Parsing file /tmp/Naturals.tla
Semantic processing of module Naturals
Semantic processing of module Sequences
Semantic processing of module FiniteSets
Semantic processing of module Integers
Semantic processing of module TLC
Semantic processing of module Bodega
Semantic processing of module Bodega_MC
Starting... (2026-05-17 01:39:53)
Computing initial states...
Finished computing initial states: 1 distinct state generated at 2026-05-17 01:39:58.
Progress(23) at 2026-05-17 02:55:03: 357,860,813 states generated (4,948,598 s/min), 120,541,184 distinct states found (1,582,294 ds/min), 40,569,563 states left on queue.
Progress(23) at 2026-05-17 02:56:03: 362,619,693 states generated (4,758,880 s/min), 122,134,558 distinct states found (1,593,374 ds/min), 40,981,367 states left on queue.
Progress(23) at 2026-05-17 02:57:03: 367,249,597 states generated (4,629,904 s/min), 123,744,131 distinct states found (1,609,573 ds/min), 41,400,315 states left on queue.
Progress(23) at 2026-05-17 02:58:03: 372,147,493 states generated (4,897,896 s/min), 125,325,247 distinct states found (1,581,116 ds/min), 41,881,419 states left on queue.
Progress(23) at 2026-05-17 02:59:03: 376,821,906 states generated (4,674,413 s/min), 126,927,885 distinct states found (1,602,638 ds/min), 42,323,476 states left on queue.
Progress(23) at 2026-05-17 03:00:03: 381,374,825 states generated (4,552,919 s/min), 128,547,370 distinct states found (1,619,485 ds/min), 42,674,802 states left on queue.
Progress(23) at 2026-05-17 03:01:03: 385,729,537 states generated (4,354,712 s/min), 130,190,956 distinct states found (1,643,586 ds/min), 43,093,872 states left on queue.
Progress(23) at 2026-05-17 03:02:03: 390,175,518 states generated (4,445,981 s/min), 131,816,489 distinct states found (1,625,533 ds/min), 43,452,163 states left on queue.
Progress(23) at 2026-05-17 03:03:03: 394,930,798 states generated (4,755,280 s/min), 133,411,343 distinct states found (1,594,854 ds/min), 43,903,662 states left on queue.
Progress(23) at 2026-05-17 03:04:03: 399,231,622 states generated (4,300,824 s/min), 135,048,469 distinct states found (1,637,126 ds/min), 44,281,507 states left on queue.
Progress(23) at 2026-05-17 03:05:03: 404,173,157 states generated (4,941,535 s/min), 136,620,616 distinct states found (1,572,147 ds/min), 44,740,021 states left on queue.
Progress(23) at 2026-05-17 03:06:03: 409,050,006 states generated (4,876,849 s/min), 138,202,042 distinct states found (1,581,426 ds/min), 45,180,864 states left on queue.
Progress(23) at 2026-05-17 03:07:03: 413,652,092 states generated (4,602,086 s/min), 139,816,228 distinct states found (1,614,186 ds/min), 45,596,230 states left on queue.
Progress(23) at 2026-05-17 03:08:03: 418,393,093 states generated (4,741,001 s/min), 141,417,707 distinct states found (1,601,479 ds/min), 46,015,067 states left on queue.
Progress(23) at 2026-05-17 03:09:03: 423,263,717 states generated (4,870,624 s/min), 143,001,267 distinct states found (1,583,560 ds/min), 46,488,225 states left on queue.
Checkpointing of run /tmp/tlc-bodega_roster_lease/states/26-05-17-01-39-53
Checkpointing completed at (2026-05-17 03:10:06)
Progress(23) at 2026-05-17 03:10:06: 428,513,841 states generated (5,250,124 s/min), 144,627,481 distinct states found (1,626,214 ds/min), 46,944,499 states left on queue.
Progress(23) at 2026-05-17 03:11:06: 433,446,351 states generated (4,932,510 s/min), 146,200,863 distinct states found (1,573,382 ds/min), 47,418,542 states left on queue.
Progress(23) at 2026-05-17 03:12:06: 438,236,428 states generated (4,790,077 s/min), 147,787,497 distinct states found (1,586,634 ds/min), 47,872,737 states left on queue.
Progress(23) at 2026-05-17 03:13:06: 443,122,490 states generated (4,886,062 s/min), 149,368,830 distinct states found (1,581,333 ds/min), 48,324,216 states left on queue.
Progress(23) at 2026-05-17 03:14:06: 447,865,404 states generated (4,742,914 s/min), 150,961,779 distinct states found (1,592,949 ds/min), 48,737,377 states left on queue.
Progress(23) at 2026-05-17 03:15:06: 452,601,526 states generated (4,736,122 s/min), 152,557,167 distinct states found (1,595,388 ds/min), 49,147,659 states left on queue.
Progress(23) at 2026-05-17 03:16:06: 457,242,537 states generated (4,641,011 s/min), 154,155,251 distinct states found (1,598,084 ds/min), 49,568,875 states left on queue.
Progress(23) at 2026-05-17 03:17:06: 462,059,876 states generated (4,817,339 s/min), 155,738,193 distinct states found (1,582,942 ds/min), 50,006,587 states left on queue.
Progress(23) at 2026-05-17 03:18:06: 466,803,265 states generated (4,743,389 s/min), 157,317,815 distinct states found (1,579,622 ds/min), 50,424,207 states left on queue.
Progress(23) at 2026-05-17 03:19:06: 471,464,313 states generated (4,661,048 s/min), 158,918,285 distinct states found (1,600,470 ds/min), 50,903,197 states left on queue.
Progress(23) at 2026-05-17 03:20:06: 475,944,793 states generated (4,480,480 s/min), 160,535,363 distinct states found (1,617,078 ds/min), 51,337,472 states left on queue.
Progress(23) at 2026-05-17 03:21:06: 480,379,658 states generated (4,434,865 s/min), 162,152,776 distinct states found (1,617,413 ds/min), 51,752,412 states left on queue.
Progress(23) at 2026-05-17 03:22:06: 485,330,566 states generated (4,950,908 s/min), 163,723,687 distinct states found (1,570,911 ds/min), 52,194,227 states left on queue.
Progress(23) at 2026-05-17 03:23:06: 489,973,688 states generated (4,643,122 s/min), 165,320,362 distinct states found (1,596,675 ds/min), 52,603,719 states left on queue.
Progress(23) at 2026-05-17 03:24:06: 494,511,662 states generated (4,537,974 s/min), 166,930,836 distinct states found (1,610,474 ds/min), 53,030,533 states left on queue.
Progress(23) at 2026-05-17 03:25:06: 499,155,665 states generated (4,644,003 s/min), 168,532,615 distinct states found (1,601,779 ds/min), 53,434,671 states left on queue.
Progress(23) at 2026-05-17 03:26:06: 503,744,476 states generated (4,588,811 s/min), 170,138,361 distinct states found (1,605,746 ds/min), 53,840,629 states left on queue.
Progress(23) at 2026-05-17 03:27:06: 508,328,779 states generated (4,584,303 s/min), 171,740,394 distinct states found (1,602,033 ds/min), 54,229,083 states left on queue.
Progress(24) at 2026-05-17 03:28:06: 513,093,556 states generated (4,764,777 s/min), 173,329,248 distinct states found (1,588,854 ds/min), 54,631,011 states left on queue.
Progress(24) at 2026-05-17 03:29:06: 518,025,262 states generated (4,931,706 s/min), 174,899,337 distinct states found (1,570,089 ds/min), 55,051,566 states left on queue.
Progress(24) at 2026-05-17 03:30:06: 522,758,306 states generated (4,733,044 s/min), 176,486,347 distinct states found (1,587,010 ds/min), 55,422,782 states left on queue.
